,GroupNumber,GroupType,LexiconType,Generation,ParticipantID,IP,Stage,Block,TrialNumber,Meaning,TrainingLabel,TypedLabel,SegmentedLabel,Exclude_Eng_non.ID,Exclude_Non.Eng,Exclude_other,Array1,Array2,Array3,Array4,Array5,Array6,Selected,Score,Time,Trial_Iteration,Transmitter,Pair,Unique_Participant,New_Redup_B,Exclude_ID,Adj_V,Adj_N,Non_Adj_V,Non_Adj_N,Consonant_redup_V,Consonant_redup_N,Consonant_N,Vowel_redup_V,Vowel_redup_N,Vowel_N,Syllable_N,Exclude_relevant,Adj_B,Non_Adj_B,Exclude_Eng_ID,SyllableRepetition,ConsonantRepetition
2499,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,8,2017,NA,wakoko,"('wa', 'ko', 'ko')",FALSE,FALSE,0,2057,2023,2018,2017,2029,2049,2017,1,43:26.0,1,1,closed_group_small_1,closed_group_small_1_129.215.204.184,1,NA,0.5,1,0,0,0.5,1,3,0.5,1,3,3,0,1,0,NA,NA,NA
2500,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,9,2049,NA,pewa,"('pe', 'wa')",FALSE,FALSE,0,2017,2057,1007,2063,2054,2049,2049,1,43:41.7,2,1,closed_group_small_1,closed_group_small_1_129.215.204.184,0,NA,0,0,0,0,0,0,2,0,0,2,2,0,0,0,NA,NA,NA
2501,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,10,2023,NA,wikowa,"('wik', 'o', 'wa')",FALSE,FALSE,0,2001,2063,2017,2023,2057,2054,2023,1,43:56.8,2,1,closed_group_small_1,closed_group_small_1_129.215.204.184,0,NA,0,0,0,0,0.5,1,3,0,0,3,3,0,0,0,NA,NA,NA
2502,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,11,2029,NA,wakiwo,"('wak', 'i', 'wo')",FALSE,FALSE,0,2001,2022,2018,2029,2017,2025,2029,1,44:14.2,1,1,closed_group_small_1,closed_group_small_1_129.215.204.184,0,NA,0,0,0,0,0.5,1,3,0,0,3,3,0,0,0,NA,NA,NA
2503,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,12,2001,NA,wiwa,"('wi', 'wa')",FALSE,FALSE,0,2017,1007,2022,2063,2001,2018,2001,1,44:27.1,1,1,closed_group_small_1,closed_group_small_1_129.215.204.184,1,NA,0,0,0,0,1,1,2,0,0,2,2,0,0,0,NA,NA,NA
2504,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,13,1007,NA,kukuko,"('ku', 'ku', 'ko')",FALSE,FALSE,0,2023,1007,2063,2025,2049,2029,1007,1,44:45.8,1,1,closed_group_small_1,closed_group_small_1_129.215.204.184,1,NA,0.5,1,0,0,1,2,3,0.5,1,3,3,0,1,0,NA,NA,NA
2505,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,14,2017,NA,wukoko,"('wu', 'ko', 'ko')",FALSE,FALSE,0,2063,2022,2018,2017,2049,2025,2017,1,45:05.0,2,1,closed_group_small_1,closed_group_small_1_129.215.204.184,1,NA,0.5,1,0,0,0.5,1,3,0.5,1,3,3,0,1,0,NA,NA,NA
2506,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,15,2025,NA,kopikiki,"('kop', 'i', 'ki', 'ki')",FALSE,FALSE,0,2017,2054,2029,2025,2022,2057,2025,1,45:31.3,1,1,closed_group_small_1,closed_group_small_1_129.215.204.184,1,NA,0.333,1,0,0,0.667,2,4,0.667,2,4,4,0,1,0,NA,NA,NA
2507,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,16,2063,NA,kakiki,"('ka', 'ki', 'ki')",FALSE,FALSE,0,2022,2023,2018,2029,2063,2001,2063,1,45:45.7,1,1,closed_group_small_1,closed_group_small_1_129.215.204.184,1,NA,0.5,1,0,0,1,2,3,0.5,1,3,3,0,1,0,NA,NA,NA
2508,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,17,2054,NA,wkiwowa,"('wkiw', 'o', 'wa')",FALSE,FALSE,0,2054,2057,2022,2063,2001,2023,2054,1,46:05.3,1,1,closed_group_small_1,closed_group_small_1_129.215.204.184,1,NA,0,0,0,0,0.667,2,4,0,0,3,3,0,0,0,NA,NA,NA
2509,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,18,2063,NA,kakiki,"('ka', 'ki', 'ki')",FALSE,FALSE,0,2017,2023,2057,2063,2022,2054,2063,1,46:19.7,2,1,closed_group_small_1,closed_group_small_1_129.215.204.184,1,NA,0.5,1,0,0,1,2,3,0.5,1,3,3,0,1,0,NA,NA,NA
2510,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,19,2054,NA,wakiwowa,"('wa', 'ki', 'wo', 'wa')",FALSE,FALSE,0,2018,2049,2025,2017,2054,1007,2054,1,46:36.9,2,1,closed_group_small_1,closed_group_small_1_129.215.204.184,1,NA,0,0,0.5,1,0.667,2,4,0.333,1,4,4,0,0,1,NA,NA,NA
2511,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,20,2001,NA,wawi,"('wa', 'wi')",FALSE,FALSE,0,2001,2029,2057,2063,2025,2018,2001,1,46:56.4,2,1,closed_group_small_1,closed_group_small_1_129.215.204.184,1,NA,0,0,0,0,1,1,2,0,0,2,2,0,0,0,NA,NA,NA
2512,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,21,2025,NA,kopekowi,"('ko', 'pe', 'ko', 'wi')",FALSE,FALSE,0,2049,2029,2025,2017,2063,2018,2025,1,47:15.2,2,1,closed_group_small_1,closed_group_small_1_129.215.204.184,0,NA,0,0,0.5,1,0.333,1,4,0.333,1,4,4,0,0,1,NA,NA,NA
2513,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,22,2029,NA,wakiwo,"('wak', 'i', 'wo')",FALSE,FALSE,0,2054,2001,2049,2018,2029,2017,2054,0,47:32.2,2,1,closed_group_small_1,closed_group_small_1_129.215.204.184,0,NA,0,0,0,0,0.5,1,3,0,0,3,3,0,0,0,NA,NA,NA
2514,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,23,2057,NA,peku,"('pe', 'ku')",FALSE,FALSE,0,2057,2023,2025,1007,2049,2018,2057,1,47:46.7,2,1,closed_group_small_1,closed_group_small_1_129.215.204.184,0,NA,0,0,0,0,0,0,2,0,0,2,2,0,0,0,NA,NA,NA
2515,1,closed_group,small,5,closed_group_small_152,129.215.204.184,interactM,1,24,1007,NA,kukuko,"('ku', 'ku', 'ko')",FALSE,FALSE,0,2023,2018,1007,2054,2049,2022,1007,1,48:03.6,2,1,closed_group_small_1,closed_group_small_1_129.215.204.184,1,NA,0.5,1,0,0,1,2,3,0.5,1,3,3,0,1,0,NA,NA,NA
2516,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,1,1031,makoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:30.9,NA,1,initial_2_large,initial_2_large,0,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,0,0
2517,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,2,2030,kowo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:35.0,NA,1,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2518,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,3,2049,kagu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:39.1,NA,1,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2519,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,4,1008,kowa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:43.2,NA,1,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2520,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,5,2017,kopimako,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:47.4,NA,1,initial_2_large,initial_2_large,0,NA,0,0,0.5,1,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,0,0
2521,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,6,2001,wowomahe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:51.5,NA,1,initial_2_large,initial_2_large,1,NA,0.333,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,1,1
2522,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,7,2029,kawohe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:55.7,NA,1,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2523,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,8,2054,mawa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:59.7,NA,1,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2524,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,9,2022,moguko,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:03.8,NA,1,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2525,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,10,2027,mokohe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:08.0,NA,1,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2526,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,11,2063,wowo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:12.2,NA,1,initial_2_large,initial_2_large,1,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,1,1
2527,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,12,2016,kawa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:16.4,NA,1,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2528,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,13,2058,woguhepi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:20.4,NA,1,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2529,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,14,2057,pikamawa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:24.7,NA,1,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2530,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,15,1007,koka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:28.8,NA,1,initial_2_large,initial_2_large,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1
2531,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,16,2025,makomo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:32.9,NA,1,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2532,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,17,2018,pimokahe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:37.1,NA,1,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2533,2,chain_group,large,0,chain_group_large_211,129.215.204.184,vocabTraining,1,18,2023,mopiwa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:41.2,NA,1,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2534,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,2,2027,mokohe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:07.6,NA,0,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2535,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,3,2058,woguhepi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:11.7,NA,0,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2536,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,4,1008,kowa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:15.9,NA,0,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2537,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,5,2049,kagu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:20.1,NA,0,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2538,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,6,2016,kawa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:24.1,NA,0,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2539,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,7,2030,kowo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:28.2,NA,0,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2540,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,8,2054,mawa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:32.4,NA,0,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2541,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,9,1031,makoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:36.6,NA,0,initial_2_large,initial_2_large,0,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,0,0
2542,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,10,2018,pimokahe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:40.7,NA,0,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2543,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,11,2001,wowomahe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:44.8,NA,0,initial_2_large,initial_2_large,1,NA,0.333,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,1,1
2544,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,12,1007,koka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:49.0,NA,0,initial_2_large,initial_2_large,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1
2545,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,13,2029,kawohe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:53.0,NA,0,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2546,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,14,2022,moguko,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:57.2,NA,0,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2547,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,15,2025,makomo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:01.3,NA,0,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2548,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,16,2023,mopiwa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:05.5,NA,0,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2549,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,17,2057,pikamawa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:09.6,NA,0,initial_2_large,initial_2_large,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
2550,2,chain_group,large,0,chain_group_large_212,129.215.204.182,vocabTraining,1,18,2017,kopimako,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:13.7,NA,0,initial_2_large,initial_2_large,0,NA,0,0,0.5,1,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,0,0
2551,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,1,2027,NA,mokame,"('mo', 'ka', 'me')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,24:49.0,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0.5,1,3,0,0,3,3,0,0,0,NA,0,0
2552,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,2,2016,NA,kawa,"('ka', 'wa')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,25:33.6,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,2,1,1,2,2,0,0,0,NA,0,0
2553,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,3,1008,NA,kowa,"('ko', 'wa')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,26:13.3,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,2,0,0,2,2,0,0,0,NA,0,0
2554,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,4,1031,NA,mokawa,"('mok', 'a', 'wa')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,26:53.6,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,3,0.5,1,3,3,0,0,0,NA,0,0
2555,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,5,1007,NA,koka,"('ko', 'ka')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,27:30.5,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,1,NA,0,0,0,0,1,1,2,0,0,2,2,0,0,0,NA,0,1
2556,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,6,2058,NA,pikamawa,"('pi', 'ka', 'ma', 'wa')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,28:10.4,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,4,0.667,2,4,4,0,0,0,NA,0,0
2557,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,7,2063,NA,wowo,"('wo', 'wo')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,28:43.2,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,1,NA,1,1,0,0,1,1,2,1,1,2,2,0,1,0,NA,1,1
2558,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,8,2057,NA,pikamawa,"('pi', 'ka', 'ma', 'wa')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,29:49.1,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,4,0.667,2,4,4,0,0,0,NA,0,0
2559,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,9,2025,NA,pimawa,"('pim', 'a', 'wa')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,30:31.4,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,3,0.5,1,3,3,0,0,0,NA,0,0
2560,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,10,1008,NA,kowa,"('ko', 'wa')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,31:01.9,2,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,2,0,0,2,2,0,0,0,NA,0,0
2561,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,11,2016,NA,kopuwa,"('ko', 'pu', 'wa')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,31:35.9,2,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,3,0,0,3,3,0,0,0,NA,0,0
2562,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,12,2025,NA,pimawawa,"('pim', 'a', 'wa', 'wa')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,32:12.6,2,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,1,NA,0.333,1,0,0,0.333,1,4,0.667,2,4,4,0,1,0,NA,1,1
2563,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,13,2018,NA,momo,"('mo', 'mo')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,32:43.0,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,1,NA,1,1,0,0,1,1,2,1,1,2,2,0,1,0,NA,1,1
2564,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,14,2030,NA,pikachu,"('pi', 'ka', 'cu')",TRUE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,33:13.3,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,3,0,0,3,3,0,0,0,NA,0,0
2565,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,15,2054,NA,koka,"('ko', 'ka')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,33:41.7,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,1,NA,0,0,0,0,1,1,2,0,0,2,2,0,0,0,NA,0,1
2566,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,16,2049,NA,pinawa,"('pi', 'na', 'wa')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,34:15.7,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,3,0.5,1,3,3,0,0,0,NA,0,0
2567,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,17,2023,NA,mokawa,"('mok', 'a', 'wa')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,34:38.8,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,3,0.5,1,3,3,0,0,0,NA,0,0
2568,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,18,1007,NA,koka,"('ko', 'ka')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,35:08.0,2,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,1,NA,0,0,0,0,1,1,2,0,0,2,2,0,0,0,NA,0,1
2569,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,19,2017,NA,balawa,"('bal', 'a', 'wa')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,35:44.6,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,3,1,2,3,3,0,0,0,NA,0,0
2570,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,20,2022,NA,magrenu,"('ma', 'gre', 'nu')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,36:22.0,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,4,0,0,3,3,0,0,0,NA,0,0
2571,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,21,2057,NA,pikawa,"('pik', 'a', 'wa')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,36:53.0,2,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,3,0.5,1,3,3,0,0,0,NA,0,0
2572,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,22,2029,NA,gremawa,"('gre', 'ma', 'wa')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,37:25.7,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,4,0.5,1,3,3,0,0,0,NA,0,0
2573,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,23,2054,NA,wamapika,"('wa', 'ma', 'pi', 'ka')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,37:58.1,2,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,4,0.667,2,4,4,0,0,0,NA,0,0
2574,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,24,2030,NA,pikachu,"('pi', 'ka', 'cu')",TRUE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,38:23.3,2,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,3,0,0,3,3,0,0,0,NA,0,0
2575,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,25,2029,NA,pikachu,"('pi', 'ka', 'cu')",TRUE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,38:45.3,2,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,3,0,0,3,3,0,0,0,NA,0,0
2576,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,26,2001,NA,momo,"('mo', 'mo')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,39:03.0,1,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,1,NA,1,1,0,0,1,1,2,1,1,2,2,0,1,0,NA,1,1
2577,2,chain_group,large,1,chain_group_large_211,129.215.204.184,interactD,1,27,2027,NA,mokahe,"('mok', 'a', 'he')",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,39:30.8,2,1,chain_group_large_2_1,chain_group_large_2_1_129.215.204.184,0,NA,0,0,0,0,0,0,3,0,0,3,3,0,0,0,NA,0,0
